Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
26.5,1.62,2.93,1.25,15.4,4.9,62.9,24.9,115.4612075,26.6775732,317,64,1
11.908843,1.159921198,4.147028942,0.663540433,27.09011116,10.50275846,142.0743185,56.1995881,280.2526344,62.61619794,584.5428563,113.3708934,0
8.697065413,0.839669009,2.787555307,0.066869045,19.79980425,8.19545912,105.3342726,43.5906068,202.4102217,44.40497608,403.3737375,83.33997111,0
0.536480256,0.543155016,1.843697469,0.10258242,15.85301568,6.909302022,101.9560612,40.43367818,221.1735558,42.03457552,390.9004204,75.0092,0
3.35,4.14,8.52,0.382,56.1,19.26,261.7,96.6,450.9,91.8,794,141.5,0
0.329,0.79,4.69,0.029,42,20.37,273,99.4,458,95.7,847,152.9,0
7,0.63,1.16,0.14,5.6,2.06,24.2,9.1,43.5,10.4,107,21.9,1
24.1,2.39,5.44,0.62,33,12.86,164,69.1,307,74,582,134.1,1
7.058237735,0.885986417,3.005976946,0.518064208,22.61675051,9.196421023,130.2337003,46.618756,217.8030433,49.41730009,496.3041091,83.17786125,0
219.7366084,7.812704744,18.95701434,6.123737427,114.9581323,43.32739029,461.7513469,192.5851254,782.4913651,208.1096579,1611.818305,460.6888755,1
15.3672816,4.331872182,17.40207925,0.682985023,133.294733,57.72907424,827.3708845,306.1594844,1482.074013,313.6946239,3295.53821,476.2853633,0
22.9,0.59,1.56,0.56,9.12,3.14,43.6,17.1,84.26721382,20.36131563,242,51,1
3.283321531,1.872513773,8.454823297,0.807809262,57.26675679,24.29189124,308.1364281,105.0974723,503.3704746,99.83080225,893.2916608,156.9884059,0
27.39765978,1.058472516,3.093724274,1.7698752,46.89187142,18.50935928,233.5428345,100.2781417,460.4453693,101.8710754,863.6987917,164.5653006,1
1.21,0.85,3.31,0.068,28.5,12.3,156,54.8,237,48.8,464,75.8,0
14.02,5.25,10.08,1.171,55.61,20.23,246.42,98.28,444.46,93.34,820.17,168.14,1
6.55,2.66,3.48,0.869,21.51,9.22,115.46,45.72,209.75,45.15,435.6,82.82,1
1.161,0.761,3.14,0.051,20.7,9.17,118.79,43.68,184.81,42.32,440.67,80.5765,0
17,3.47,2.62,0.81,17.2,5.57,66.7,23.4,104.5,24,284,44.3,1
11.1,1.55,4.58,0.48,27.4,10.66,141.2,53.5,263,53.7,485,96.2,0
37.40242543,1.660661652,4.195486327,1.743161737,27.3191093,9.033229005,121.0272986,45.03774519,231.3329761,49.57278614,483.7260538,92.12388948,1
7.723911504,0.811145483,3.597950799,0.535872125,28.61565402,12.00717069,174.3112855,63.16409279,296.9624039,68.86149629,705.0561439,119.0138357,0
1.065,1.98,6.22,0.266,42.72,16.5,213.8,84.4,392.4,87.5,812,166.1,0
14.9,4.78,8.8,0.33,39.8,11.8,140,46.3,204,37,307,57.6,0
7.13,8.75,15.1,2.26,92.6,22.1,252,85.8,422,84.8,831,133,1
19.65,1.24,2.25,1.5,16.18,7.19,93.07,40.24,209.78,50.77,535.19,118.37,1
22.3,1.36,3.24,0.53,18.8,6.9,82,31.2,144,31.3,295,56.2,0
11.5,1,2.4,0.3,17.2,6.5,86.2,33.1,151,32,288,62.4,1
11.63434121,2.970146885,6.906100905,0.608505809,35.18619796,15.25327161,202.2957408,86.1469589,427.7439328,107.1014351,1080.56432,210.8680897,0
3.2,2.72,5.5,0.45,18.9,4.56,41.6,11.7,39.3,6.58,59.3,8.52,0
11,2,5,0.4,25,8,92,33,143,35,317,53,0
9.62,4.51,9.28,0.24,46.1,13.8,153,52.7,235,47.6,491,82.5,0
24.53718586,9.55966352,19.94213806,0.871955806,83.02514958,26.63813625,344.7232851,123.6749794,562.9132557,114.4381875,1175.67956,190.0857656,0
8.61,4.99,11.75,3.1,61.72,20.49,237,88.63,374.66,73.17,658.85,129.58,1
13.05065872,0.872318591,3.15684634,0.278678281,18.92022207,7.394954024,97.7656033,37.89188975,182.9481703,40.10061526,420.9951422,75.67085614,0
1.94,2.97,5.39,0.242,28.2,9.989648563,114.1,42.6,185.7,38.64578342,355.8,73.4,0
28.38,1.36,2.44,0.89,16.24,5.59,71.59,30.64,148.2,33.39,325.5,71.61,1
4.61,1.88,3.09,0.366,31.11468209,10.92224371,153,50.61843668,240.4605425,57.897586,629,123.1,0
12.78985159,0.817670211,3.372869008,0.649574647,30.78850382,12.75709933,180.6126189,64.09287011,291.0287988,65.94255384,654.9825068,108.6902545,0
12.28,3.97,11.09,0.12,72.6,25.82,305,115.28,495,97.57,849,163,1
1.18,2.06,6,0.217,33,10.77,125.2,45.8,209,41.2,340,67.3,0
32.95244329,1.786061716,7.466101996,2.404836769,64.30185597,26.14702407,344.5645281,124.9894155,613.3380878,109.0768487,961.2143668,167.7990767,1
4.47,1.93,4.32,0.38,22.5,6.92,78.3,27.9,120,24.1,243,42.8,0
13.31,2.93,6.59,0.27,36.6,13.1,153.8,61,239.6,56.2,455.2,82.5,0
1.84,0.93,1.7,0.056,12,5.57,87.2,42,186,37.1,412,83.3,0
31.5,4.2,10.9,4.5,70.9,26.1,328.4,125.2,554,113.8,1005,173.1,0
64.81,2.96,3.53,1.322,18.71,6.71,83.14,33.41,164.23,38.89,431.33,90.4,1
13.1,2.34,5.12,1.92,25.29,8.17,99.91,40.01,194.55,44.17,446.74,98.2,1
4.37,2.27,3.87,0.74,20.9,7.01,85,30.9,141,31.4,320,51.2,0
11.77,1.03,3.4,0.13,21.72,7.72,89,33.18,142,29.1,245,48.9,1
18.81,0.674,1.87,0.687,12.1,5.24,68.93,30.3,159.67,41.52,483.26,91.68,1
2.67,2.46,5.16,0.46,33.2,12.5,146,54.7,238,49.4,446,84,0
24.7,2.27,3.83,1.29,16.7,5.14,64.9,24.8,112.4294506,25.27456315,293,59,1
33.89,1.43,4.31,2.26,26.08,10.25,137.07,57.61,288.1,72.25,824.23,148.01,1
11.4024963,1.318078597,3.792433633,0.394492849,28.99478524,11.29487052,134.3887423,56.36479791,233.2017116,55.75225554,480.42035,91.67519692,0
2.17,4.73,7.02,0.482,40.6,19.72077123,250.5,105.8,487.4,91.95531226,890,176.4,0
1.601,1.37,3.62,0.092,21.73,8.71,111.12,42.07,183.96,42.96,453.75,86.8115,0
2.81,0.67,2.32,0.388,12.2,5.27,70.3,28.3,134,33.1,348,61.6,0
15.63367775,1.452417108,4.732893857,0.479087415,31.16001773,11.79637714,150.8067052,59.15920628,265.2660408,56.86513827,516.5947109,98.60967333,0
31.20847974,3.939086311,7.663218411,1.151052343,45.88823433,15.54726294,200.0187647,75.4533263,351.7900569,71.07098069,654.4728636,112.2424039,0
8.95,1.34,3.38,0.166,26.5,10.86,142.9,51.4,254.3,52.6,483,95,1
17,4.93,7.23,1.51,29.5,10.17,110.5,39.1,174,38.3,356,63.9,1
16.81,9.31,16.2,1.72,56.3,14.6,127,34,125.4,22.4,180.6,32.4,0
57.6,2.17,7.24,0.128,63.4,23.18,304.2,114.9,555,112.3,1013,204.4,1
18.9789731,21.44441694,45.47959407,2.702003867,250.1567747,88.13528027,898.0298425,365.702613,1287.985865,294.9427573,1940.07576,466.9691818,0
5.18,0.47,1.22,0.289,10.16486628,3.646222178,47.9,17.53260673,84.62955321,20.67870266,218.9,46.1,0
12,1.15,2.23,0.64,9.9,3.37,38.8,14.1,70.8,17.7,194,38.6,1
8.36,0.41,1.38,0.21,10.6,4.4,58.6,23.8,120,26.9,259.6,56.8,1
6,1.1,2.8,1.1,14.6,5.1,58.8,19.8,81.2,17,153.1,24.5,0
28.4,4.79,5.23,0.172,22.8,8.83,110.7,40.2,204.3,41.9,374,77.6,1
15.41,1.02,3.46,0.14,19.63,8.12,110.98,43.32,200.65,44.34,442.15,77.08,1
6.93,2.45,4.32,0.61,42.52538575,14.99847419,208,70.07136116,334.0348564,80.68691941,887,171,0
0.556,1.72,7.53,0.147,51.7,18.74,188,50.1,191.5,32.4,251,41.5,0
0.88,0.75,3.12,0.03,26,12,166,70.7,333,69.4,636,126,0
5.48,3.08,6.21,0.37,33.9,11.6,134,48.4,205,41.2,386,69.7,1
63.7,1.65,4.17,1.3,20.3,6.48,79.6,31.6,158.8,33.97,335,73.7,1
16.52,3.69,9.64,2.74,50,17,234,82,414,85,949,152,0
18.84052694,1.633423443,3.084895967,0.282258621,15.01318603,5.336583935,61.29630486,22.96889171,104.6211051,22.05968335,232.2522411,40.86038845,0
0.4,0.84,4.5,0.038,34.6,12.8,129.2,37.1,138,23.4,189,29.1,0
14.00011632,3.329199171,7.71737151,0.325830655,50.24951411,18.12524167,256.3232196,93.62182379,471.8797528,99.9590572,1110.247373,172.8156177,0
11.51431072,2.231519312,5.315310147,0.39350357,29.30384734,12.1251467,167.4453457,65.86376643,329.4776268,74.41457973,819.0180885,145.736774,0
0.7,1.27,4.44,0.09,38.45,16.84,222.8,91.2,428,89.01,833,161.1,0
17.6,0.4,1.5,0.9,14.8,6.1,87.2,37.5,194,46.1,473.9,99.5,1
7.028214361,1.845657507,4.389310994,0.161559036,22.74194925,7.195729761,80.65312279,28.98118786,124.9221725,24.79646785,216.9739389,41.84633866,0
0.73,1.5,5.68,0.039,40.1,15.4,179,59.3,245,45.3,366,65.5,0
59.2593991,2.646252122,6.720388472,0.854813468,27.50602628,8.904425233,124.6687405,44.89523309,233.5784362,50.78286293,594.790758,107.0684505,1
1.04,0.8,2.11,0.09,5.98,1.61,18.2,5.66,27.8,7.28,56.3,9.82,0
3.507240196,1.255788449,7.13467688,0.788725022,53.29864031,23.44946102,287.9037893,98.49182861,481.4947007,97.47388549,867.2369139,146.6217461,0
175.1,4.86,8.66,2.17,48.96,18.27,203,75.75,358,82.24,849.6,169.1,1
146,5.56,9.84,2.94,51.1,17.18,206.2,70.93,325.2,66.34,737.5,121.7,1
25.2,13.3,17.8,6.8,69.4,21.1,221.8,70.2,276.6,55.7,481,75.2,0
2.97,2.41,4.22,0.2,24.82,8.75,106.28,37.92,161.31,33.74,306.56,55.94,0
3.650720595,0.699617743,2.735231652,0.076630599,18.94753488,7.824167953,118.0436391,44.66383227,236.1734519,49.06731883,557.9850223,91.05928057,0
2.3,0.76,3.35,0.168,33.7,14.96,224,90.6,475,101.5,930,185.1,0
19.86016033,1.078664876,2.805674185,0.770369481,28.03977067,10.76554098,147.9012999,62.26488921,285.9758717,64.51620758,559.9457104,107.4372471,1
12.53,1.67,3.99,0.15,26.55,8.95,107,40.11,171,34.37,301,59.4,1
12.04275535,1.40522438,2.591955987,0.858401829,14.92299175,4.974267257,67.34416049,25.66608323,136.2347189,29.97508313,312.4660882,59.69269202,1
30.4,4.9,13,4.9,86.4,29.7,328,107.5,429.2,86.7,752,119.2,0
0.93,1.11,1.45,0.12,4.56,1.3,11.6,4.43,16.8,4.02,43.4,6.75,0
6.66,2.43,5.31,0.095,22.4,7.23,94,36.1,159,34.9,336,60.1,1
11,0.38,0.87,0.32,5,1.82,21.2,8.4,42,11.2,125,26.2,1
2.227,4.57,5.85,0.475,21.32,6.842025528,65.6,22.73,93.8,18.37385701,159.5,32.83,0
98,3.17,7.97,2.58,43.8,15,173,61.9,263,56.1,468,102,1
206.7622399,24.87695879,40.63667998,3.450672579,174.379653,55.10767851,586.5171906,201.3892621,841.9832972,160.1801808,1330.085432,250.6801114,0
28.97990009,15.96383548,23.09396261,2.216021838,108.7428161,31.81344976,386.5670932,125.0927014,553.7379185,102.5556583,1037.999412,156.545138,0
13.89697764,1.924602524,8.495331187,0.078330401,76.34880658,32.09347601,418.0716639,165.2650056,736.7217678,145.6849122,1234.93589,241.9153158,0
44.68,0.59,2.18,0.59,7.46,2.15,30.11,11.83,60.69,17.18,229.76,42.47,1
5.48,2.62,6.86,0.26,40.72,15,176.23,65.16,286.28,60.21,529,95.99,0
10.1,9.55,14.6,1.94,65.7,23,278,111,522,118,1150,238,1
35,0.94,1.62,0.68,10,3.66,44.6,18.3,97.7,24.6,278,66.3,1
9.01,0.42,0.84,0.32,5.07,1.74,23.85,10.3,54.07,13.58,146.6,35.56,1
17.75,1.1,2.77,0.04,18.69,6.92,85.4,34.02,145.11,30.45,269.68,51.2,0
5.433466462,1.477400234,3.763604757,0.221936589,27.05757755,9.727517741,124.9997247,49.15488819,222.3415354,47.45996035,429.4165347,86.98690766,0
9.05,5.24,10.2,1.6,69.7,26.7,311,123,534,117,1113,230,1
18.20819834,1.607226272,2.648119936,0.741664522,13.88684522,4.32674391,50.6630488,18.84543931,89.49233284,20.08304946,194.4531578,42.68586249,1
27.8,1.6,2.86,1.142,15.59,5.66,72,30,158,38.5,415,91.6,1
22.45487649,12.54420316,19.06598662,1.863348839,88.78239033,26.67112517,341.4337102,112.6037575,504.5468627,94.23361476,979.1741482,150.6468816,0
12.16,1.78,3.68,0.75,26.8,9.96,131.3,53.7,266.5,55,498,102.1,0
21.91332315,2.333197096,4.371522839,0.05040215,31.75317433,15.45082473,228.0332535,99.31767801,496.1856237,111.9544122,1069.299268,213.0418414,1
20.39,1.3,2.38,0.63,15.68,5.72,76.13,32.25,160.8,37.06,369.3,81.59,1
6.94180737,1.028674715,2.600136916,0.121510014,16.03582914,5.85059555,75.35223027,30.22870109,143.6633699,32.66284178,313.155241,64.21672179,0
2.53,1.59,3.94,0.18,23.66,8.39,96.79,33.75,140.09,28.89,247.82,44.12,0
18.26341979,1.162762014,3.390455686,0.813729671,21.06310173,7.06553113,91.3905258,33.82165075,162.8936436,34.69160835,321.8005712,61.87089246,0
128.2,7.4,10.7,2.9,37.3,10.8,117.7,42.1,180.5,36.4,330.5,64.3,0
27.7,1.16,2.76,1,12.3,3.9,44.9,17.4,85.5,18.6,184,42.8,1
11.38422061,5.212887551,6.475628213,0.499693699,30.44373329,10.64518702,137.132822,50.58828772,234.7519832,46.95974464,432.7455549,70.25086424,0
5.28,1.38,2.77,0.33,17.6,6.01,65.5,23.2,103,21.3,210,36.9,0
17.96365886,7.402339384,6.233352652,1.195377537,17.88651802,5.580501526,62.21730773,23.53513894,104.6208069,22.81348178,212.8136118,41.21615379,1
4.410655904,1.047288978,3.312331666,0.32709461,23.95245337,10.35507335,131.3275585,52.96892914,244.190092,59.50599117,569.6893076,109.4787874,0
9.78,0.95,0.86,0.304,5.64,2.05,31.8,13.2,72.6,18.45,190.3,40.39,1
1.095,1.15,4.83,0.049,36.85,20.26,296.18,126.22,583.65,134.55,1241.4,199.42,0
7.5,0.4,2.03,1.16,12.9,4.9,65.8,25.3,118.4,31.8,381,76.7,1
28.8,1.38,2.64,0.178,15.41,5.9,80.5,31.8,162,35.4,327,65.7,1
143.1,3.9,8.3,3,44.2,14.5,182.4,67.6,318.1,67,706.8,125.8,0
41.1,1.66,2.98,0.7,12.7,3.18,34.9,11.2,53.3,10.8,102,20.2,1
6.674924995,0.589310462,2.795741046,0.045020476,19.64313418,7.913785444,108.5479739,45.76117117,222.7061889,48.31373807,451.9984895,96.08245727,0
2.51,3.19,6.93,0.15,35.8,11.7,128,45,186,39.2,351,56.7,0
2.576,2.55,5.61,0.308,27.13,8.93,103.2,37.78,171.1,36.93,341.3,71.5,0
6.83,1.95,3.71,0.15,19.9,6.14,74.5,26.2,111,23.3,222,39.7,0
7.98,0.58,2.39,0.77,18,6,98,37,193,44,503,84,0
12.37040787,1.743575365,3.785117033,0.481980931,25.39888865,8.044495258,107.807648,40.08668384,195.4875836,39.36417626,356.7902683,64.67585251,0
13.5,1.06,2.15,0.95,11.9,4.04,56.9,23.6,118.1400371,28.37302895,373,79,1
14,4.43,5.6,0.77,15.8,5.23,66.2,22.3,102.4,23.3,254,41.7,1
10.3,0.93,1.6,0.49,15.2,6.6,97,39,207,45,551,99,0
1.03,1.22,3.71,0.053,10.9,5.48,90.8,39.9,168,37.8,375,66.5,0
3.83,3.47,6.98,0.65,25.8,6.14,56.2,14.6,52.8,8.76,79.7,11.5,0
39.28,6.24,10.67,4.14,59.58,19.01,212.8,79.85,337.6,67.18,591.1,117.3,1
19.48,1.23,3.79,0.074,24.3,9.56,122.15,46.04,200.7,46.71,499.35,97.0775,0
1.07,0.95,3.74,0.12,28.6,12.2,161,64.6,298,66.2,613,104,0
18.37,0.79,2.08,0.24,15.57,6.52,84.22,32.87,153.5,33.16,317.06,58.63,0
55.9,6.95,17.2,0.013,117,45,594,222,970,181,1644,262,0
42.41413138,21.557548,31.4864965,2.729559382,155.1676174,45.64149451,549.4978206,176.4053838,777.0624977,141.9341445,1403.339519,209.9621219,0
36.3,1.1,2.6,0.6,20.5,8.7,138.2,64.1,380.7,102,1324.7,303.2,0
12.37663497,4.487387582,5.435253353,0.637345219,22.55517312,7.562164297,85.51602937,32.21539421,145.716505,30.47724512,283.6754912,57.00560286,1
4.288047403,0.688974978,1.440341634,0.083114122,8.248956192,2.77783752,36.4870657,14.59778583,71.45339778,16.44663604,160.0315923,34.07066822,0
6.227033929,2.189377338,5.207030018,0.205595578,35.08999064,13.05087686,165.4144629,62.37492147,272.4183279,55.38562503,479.6669334,95.90595738,0
39.93,2.07,3.96,1.26,22.49,7.6,93.99,38.35,175.2,37.4,353.5,73.1,1
2.84,2.41,4.74,0.667,29.23,10.44,128.17,50.36,231.63,49.48,491.1,98.37,1
1.06,1.28,3.06,0.068,20.3,6.93,89.3,32.7,155,30.9,278.6,54.2,0
3.06,3.03,5.39,0.255,23.3,8.173735934,89.1,32.9,141.5,28.13102518,252.7,50.1,0
0.891,1.35,4.6,0.202,32.51,13.17,174.1,70.5,338,74.4,703,142.5,0
14.1004677,1.833231967,3.828031518,0.391805357,25.14023859,10.57469063,126.1126745,50.68907431,214.8245927,51.71414952,436.5667727,86.76323304,0
176.1479217,6.671059248,14.37031736,4.239699156,70.58795274,21.63980207,255.027571,91.18249654,430.2847152,97.48288735,991.4578484,193.7490538,1
16.90052857,2.874890398,7.925521572,0.231179823,50.43975019,16.61807407,232.6861431,84.97114257,397.5538276,89.23611776,973.4223343,138.9940741,0
20.4,2.45,3.2,1.07,18.3,7.81,112,54,262,69,578,138.8,1
40,0.82,2.11,0.78,11.4,4,47,18.2,90,22.7,248,53,1
2.18,3.47,9.88,0.29,48.1,14.9,148,46.3,178,34,299,50.8,0
0.96,1.1,3.38,0.119,25.9,11.19,152.8,62.8,315,65.9,596,118.2,0
23,3.23,6.64,1.54,31.7,12.87,148.8,55.2,253.4,56.1,565,103.3,1
8.993005396,6.551539821,10.34955479,0.309531152,54.44119408,28.61260296,391.7921994,152.5991676,772.9126511,196.590434,2073.021914,426.4230651,0
1.15,1.43,3.69,0.094,25.1,10.9,158,64.9,337,72.9,669,136,0
2.8,1.5,1.9,0.4,8.5,4.3,51,18.4,94.6,24.1,262,51.2,0
17,0.26,0.81,0.31,5.1,2.05,27.3,12.3,65.2,17.9,216,49,1
0.515745336,0.163748613,1.386603146,0.306569167,23.90247764,12.85348629,206.6944129,83.01299397,461.8636405,102.4920991,1185.221284,206.794111,0
0.386,0.9,4.03,0.092,32.9,11.18,107.3,29.2,100.6,17.32,129,23.22,0
23.66606151,2.970008684,5.335167884,0.857821194,26.2145459,8.371720864,102.4130541,38.92389127,178.0792445,37.55561744,360.2180678,72.06389389,1
9.333650198,0.984996022,3.000795648,0.357346253,21.99997683,8.393505033,102.1457678,41.95345016,172.6338331,40.07818246,330.709967,68.42006125,0
3.06,4.99,9.77,0.704,42.5,14.21,154.57,50.76,202.57,41.55,393.65,58.81,0
2.61,3.15,5.49,0.609,27.7,9.78,114.97,45.38,205.92,45.07,456.67,90.55,1
7.232025986,4.761660336,6.995044495,1.686606783,29.07103993,7.663323714,78.18576253,26.79285037,111.4760457,22.09056928,189.9095424,39.46497444,0
75.6,2.13,4.59,0.87,21.6,7.13,84.9,31.9,152,34.2,301,62.9,1
23.50940289,4.003063723,10.6820543,0.891910771,68.86968764,27.13867742,323.3183303,146.7738376,601.0159185,160.1183587,1176.869091,314.769884,0
7.501296313,1.005606178,4.864200777,0.181790213,40.65374014,16.2731302,210.3561206,84.07858265,381.6579521,76.56596365,663.4346048,133.2619691,0
2.98,2.38,4.17,0.804,19.9,6.34,83.5,31.4,149.2,33.6,312,54.8,1
1.05,2.23,6.47,0.19,43.51,16.85,217.5,85.19,389.1,80.93,745.9,143.8,0
32.62,3.17,8.38,0.32,62.72,22.94,293.65,110.51,467.74,101.87,945.55,150.66,1
1.04,2.55,8.41,0.127,55,19.18,207.6,66.6,274,54.6,430,79.5,0
4.264729797,0.556146921,1.792599694,0.090832249,10.71134075,4.136526533,51.17580125,20.45696873,101.658683,22.79310521,223.1119413,47.81054606,0
6.129472061,1.082504558,3.354049012,0.253041313,19.30283542,7.318080549,84.76497539,34.39495902,137.0220182,31.86728463,269.0950764,53.35392103,0
36,2.07,3.2,0.177,17,5.99,89.9,32.6,170.4,36.1,330,67.7,1
17.1,0.6,1.8,0.9,15.8,7.2,104.4,44.2,224,51.4,500.8,102,1
9.46,0.93,1.43,0.5,7.85,2.78,36.23,15.97,81.59,20.82,224.3,53.78,1
26.98,0.98,2.9,2.07,23.71,9.04,120.66,50.77,256.78,66.73,754.77,133.82,1
0.94,3.33,9.19,0.13,54.8,16.3,172,44.3,171,28.4,237,38.3,0
11.5,1.03,2.53,0.52,15.9,4.81,64.3,25.7,125,26.2,288,54.8,1
17.75258538,0.79783517,1.927870004,0.933655794,12.41877279,4.340117745,60.07797085,23.26849419,128.8613892,28.5943526,312.9211696,65.36644922,1
10.17,0.589,1.218,0.485,6.89,2.71,36.8,16.11,87.69,22.85,271.31,55.17,1
51.8,3.92,7.2,2.49,29,9.04,105.4,37.5,177,35.8,347,76,1
21.57,0.9,2.12,0.671,15.06,5.51,80.2,33.54,177,43.08,436.8,87.3,1
12.76,0.86,3.03,0.22,20.27,9.08,114.91,45.71,199.2,45.09,416.03,70.18,1
1.923035409,1.220573715,2.595403483,0.277277824,16.68995408,7.622224934,94.83031939,32.19477761,160.6453945,34.98052029,336.4447047,60.37809524,0
11.56,2.76,5.92,0.692,33.34,12.07,140.51,54.07,239.31,50.58,439.79,94.36,1
7.828625498,0.997330992,1.861912938,0.346811501,11.04079382,3.78212056,38.35227476,14.09297324,58.01743058,12.00044479,91.98385106,17.43878571,1
5.5,2.49,5.16,0.27,23.5,7.11,80.6,26.9,113,22.3,213,36.5,0
20.50029549,0.95615781,2.191222868,0.607544119,12.44939799,4.188906891,49.30676645,18.44454201,88.01524591,19.61386974,191.7644281,41.39956783,1
15.51,0.72,3.74,0.11,31.33,12.26,178.02,72.96,328.22,73.7,707.99,117.94,1
42,2.7,4.6,1.2,31,12,134,57,252,52,462,87,1
17,3.05,4.55,1.18,32.7,12.9,166,65,307,64.4,689,119,0
29.34,0.7,1.59,0.591,7.31,2.82,34.35,14.98,78.77,20.38,237.88,51.74,1
11.31,1.384,1.542,0.576,9.09,3.34,47.23,21.1,125.9,28.4,305.65,74.79,1
1.297,0.92,3.21,0.044,22.13,9.195582937,133.2,55,264.7,55.70841764,526,106.6,0
13.65,1.04,2.19,0.29,12.2,4.95,72.72,30.88,147.92,33.53,329.04,69.66,1
18.23,1.49,2.15,0.733,12.01,4.54,62,26.2,143.4,35.1,393,89.7,1
45.2,3.9,6.2,0.29,31.6,11.23,161.8,60.5,307,69.1,633,121.6,1
33.97092749,2.415346084,3.777798965,0.432660351,18.58543482,6.157083424,73.03633529,26.47599859,118.6997273,24.15311188,246.0831799,42.92966,0
12.68446952,7.641832324,8.996310546,1.243200796,43.05561732,12.97189055,148.0758673,54.90516667,233.9061922,47.56747895,412.1292556,78.98275057,1
12.13387454,0.891747892,2.279801582,0.205877385,10.35653242,3.656859942,44.57995261,17.40977203,82.34661252,18.23933879,179.5025783,37.51225651,0
34.3,1.15,2.75,1.06,14.8,5.32,67.9,28.4,149.8,36.8,398,88,1
1.912,1.83,5.23,0.105,31.33,12.45,157.13,57.99,249.66,58.08,603.53,114.927,0
1.86,3.82,7.01,0.406,41.46818943,13.11758741,168.5,50.91306066,223.9584777,50.2414389,477,91.9,0
41.61119954,1.044822338,2.535550232,0.537478321,15.81926419,5.519870695,83.29335204,31.78574207,176.2574703,41.02262766,504.3944971,92.21956092,1
43.21,0.58,1.89,0.667,14.13,5.57,71.63,29.44,147.83,37.11,407.64,85.33,1
29.82,0.8,2.4,0.92,12.45,4.28,55.19,20.95,116.17,25.23,268.04,57.04,1
11.54243985,3.423297452,7.998100023,0.634268038,51.31838707,18.95157486,230.2414512,86.96916695,374.8919336,79.16652673,740.1585748,131.1624103,0
28.94044957,1.398256004,3.101611923,0.346224987,17.01755858,5.788858227,73.02125685,26.61815402,125.8769982,25.8381944,268.4833618,47.2764623,0
9.99,0.96,2.8,0.15,21.49,9.21,134.08,53.15,251.25,55.89,569.71,96.67,1
11.31540068,1.200331278,3.393845797,0.425002323,20.54453982,8.151860104,109.1280199,44.35005852,216.456462,50.3485376,506.7918746,102.0444614,0
15.35082288,1.390032422,2.593381106,1.214325581,15.99119015,5.534864185,70.60240863,27.75578595,147.7578196,32.20881049,338.5413569,70.11261576,1
8.611118465,3.603088275,4.162205649,0.267655087,23.16203828,11.62174894,169.5127145,69.76072368,363.6713092,92.71574318,992.0581557,206.5142648,0
2.04,1.49,3.57,0.081,24.64,10.0322317,134.6,54.22,259.6,53.48541481,508.6,104.9,0
44.30274264,2.128612425,6.596050218,2.190285626,49.60677386,19.6540633,259.1438641,97.61410569,496.2047632,86.86059831,760.4101167,125.4192704,1
28.83,5.51,11.55,2.71,44.38,12.8,119.02,37.74,148.15,28.99,261.6,46.02,0
5.2,7.31,15.7,0.401,88.4,29.6,356,121.5,542,109.5,885,147.4,0
20.2,2.1,3.2,0.3,17.7,6.4,79.9,30.8,143,30.6,282.2,55.8,1
60,2.07,7.95,0.112,63.5,23.08,308.2,116.7,557.9,110.9,989,198.9,1
11.8,1.69,3.59,1.07,20.4,6.86,93.4,37.5,160.1415442,37.53746586,422,81,1
4.36,2.57,4.82,0.5,23.39,4.61,39.05,10.9,40.94,9.26,81.67,14.81,0
2.398858325,1.364496608,3.070094572,0.179573736,26.20281802,12.55271649,177.0711962,75.15083481,374.1697618,81.55300537,774.5037476,156.352396,0
15.57,0.694,1.42,0.543,8.31,3.36,45.9,20.79,114.1,27.9,306,72.7,1
13.2,1.41,4.17,0.42,19.2,6.98,83.1,33.1,148,33.8,288,62.7,1
13,5.64,6.59,1.8,23.6,7.71,96,31.1,133.7,29.5,311,51.9,1
13.88709008,3.04691191,7.531298582,0.868540902,38.007065,12.70016939,160.2239608,57.64869956,265.834573,54.37985276,513.225893,82.42425803,0
3.19,1.46,3.82,0.235,36.10195046,13.26839155,200.9,66.49507187,326.7803344,81.1753338,879,173.8,0
10.2,0.7,1.9,0.29,11.8,4.8,67,30,152,36,393,83,1
0.91,0.78,2.19,0.054,15.69,7.092910855,99.6,42.49,206.4,43.52422201,431.5,88.8,0
2.089,1.72,3.36,0.294,13.41,4.382005646,45.84,16.27,70.33,14.28353868,126,25.8,0
0.8,1.59,3.6,0.21,33.1,13.9,203,75,378,81,910,149,0
0.860677855,0.731110509,2.524673278,0.116357759,22.74647485,10.70622996,157.5843355,67.33048887,356.8330475,78.33495986,724.7895015,144.6197895,0
9.479753548,1.134967339,3.505359758,0.038283302,30.89292492,14.10607597,193.3185757,80.98484439,396.2222347,86.04033585,794.2303466,165.9075592,0
32.33,2.94,4.76,1.56,18.6,5.55,61.5,22.04,107,22.31,212.2,48.3,1
2.77,1.01,3.58,0.33,24.2,9.02,122.8,48.1,240,49.4,451,90.8,0
133.67,16.4,40.78,3.38,193.89,69.82,782.92,259.3,1042.48,216.02,2220.47,508.326,0
10.4,7.7,11.8,1.5,33.3,13.4,166,55,244,51,431,79,0
67.5,1.99,6.04,1.19,28.2,11.1,134,51.9,225,48.2,398,81.2,1
3.95,1.75,3.53,0.16,20.9,7.36,93.8,34.2,156,31.9,304,49.3,0
