Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
16.7,0.5,2,0.9,14.5,6.5,93.1,39.5,189,43.2,410.1,83.3,1
11.04,0.97,1.87,0.58,13,5,78,29,152,34,389,65,0
20.4,1.1,2.9,0.43,22.4,9.3,129,56,285,65,697,142,0
6.28,3.37,6.83,0.77,44.36,18.56,221.17,73.28,305.05,59.32,524.63,88.75,0
38.3,11.9,14,5,63.5,20.9,255.9,99.9,462.7,98.1,883,155.6,0
20.81,4.78,5.51,1.02,30.98,11.46,147.33,57.3,272.67,58.41,556.75,114.49,1
86.35344409,2.041180747,7.848375302,2.481466555,60.91729928,23.21447289,301.3966443,109.5719537,546.8956783,94.42585256,823.8398822,138.4963023,1
157.4,4.51,10.19,2.1,53.77,17.85,219.9,76.95,379.2,79.57,905.8,153.1,1
21.5956226,1.66051074,4.332644061,0.480546049,23.4326595,8.36875368,101.5337115,37.51761612,173.8426952,36.75462269,379.3681531,67.15325278,0
10.91,2.54,4.74,1,20.28,5.41,55.75,18.39,76.62,15.5,139.76,26.81,0
12,3,8,1.2,34,9,93,33,136,27,234,46,0
1.8,1.79,3.3,0.053,21.63,9.738052267,123.9,51.23,246.6,49.93091887,498.5,102.4,0
12.51,0.58,9.33,0.23,12.44,4.71,61.66,26.49,134.45,30.85,302.41,65.54,1
2.41,1.61,3.24,0.19,20.03,7.63,92.02,32.27,135.32,28.03,253.8,44.95,0
25.03,1.609,3.63,1.061,17.5,6.16,70.75,25.28,113.13,28.26,324.59,64.862,1
4.51,2.34,5.54,0.588,32.95,13.09,175,73.23,338.26,72.05,683.28,130.44,1
5.697647152,0.64328467,3.636015223,0.109525137,37.2876045,15.38681049,210.4197677,87.20014523,403.1840683,82.90968809,735.3210638,146.1686743,0
1.14,4.03,5.73,0.657,25.1,8.454590299,85.9,30.9,132,26.7958084,239.2,51.4,0
5.98,1.05,2.41,0.982,11.5,3.76,40.1,14.1,61.5,13.2,132,28.3,0
9.17,2.85,5.03,2.16,21.7,6.65,68.6,22.7,92.4,18.6,172,34,0
8.71,0.606,1.07,0.375,5.78,2.21,30.6,13.63,74.9,18.7,210,48.8,1
22.5314295,2.938838786,12.20059432,0.568085004,76.29521062,31.6299283,417.4996274,177.7004919,855.062061,203.4457309,1960.000736,366.2099019,0
2.83,2.54,3.75,0.06,28.02,12.37,172.5,69.19,335.1,71.66,650.4,121.4,0
13,4,10,1.8,49,19,211,79,327,79,693,114,0
3.612,2.52,5.19,0.362,25.35,7.85,94.8,37.5,175.1,37.97,358.1,73.9,0
302.0630507,48.39843356,70.02154184,18.75747347,267.7373785,80.54168693,882.2534143,300.6927863,1310.950506,276.0466114,2600.561022,459.3111931,1
2.52,0.21,1.37,0.11,10.4,3.52,45.5,17.4,86,17.8,199,33.6,0
4.9,4.82,8.56,0.69,31.4,6.75,62,14.5,46.2,6.97,59.2,7.57,0
9.12,1.5,2.95,0.18,14.7,5.3,68.4,26.6,113.1,26.4,236.8,41.8,0
3.04,1.05,1.53,0.07,9.69,3.52,42.1,16.3,73.1,15.1,135,27.1,1
18,0.38,0.96,0.31,5.8,2.41,31.2,13,76.2,22.1,266,60.9,1
3.65,0.25,1.31,0.102,8.34,3.33,48.2,20.1,102,26.8,314,55.9,1
13.4280816,3.265453441,6.693721631,0.582242237,32.09573108,11.44027742,134.2382516,50.48081475,218.8589166,46.47484853,411.3224026,79.26720125,0
1.9,2.02,5.24,0.065,30.42,12,150.96,55.59,242.67,55.47,581.62,110.258,0
1.771,2.59,6.2,0.139,33.34,12.17,142.93,49.37,205.62,46.33,480.44,89.1895,0
33.46905677,2.290597292,4.733161062,0.419102061,24.21206648,8.52168885,109.3415335,41.31752775,196.4816605,40.89872237,446.2446157,75.88192202,0
95.13843793,3.339808907,5.607591135,1.850056759,31.29386098,10.75203589,127.6994671,49.3860711,229.680621,49.58243081,488.5072234,104.6036676,1
6.6,5.74,7.39,0.63,38.1,11.8,123,43.6,183,38.2,366,66,0
0.67,0.17,3.94,0.16,34.6,16.8,236,88.5,388,91,891,122,0
16.95,2.46,3.19,0.33,21.34,7.85,103.17,41.47,188.82,40.04,371.23,73.19,1
19.60661753,1.805436742,3.769485257,0.473229114,22.44802052,8.136768213,93.72298131,37.05795518,151.7880341,34.4533703,294.082311,57.92964054,0
11,0.43,0.39,0.21,2.9,1.12,12.9,5.6,31.6,9.2,118,31.3,1
1.55,1.49,4.18,0.18,16.26,3.71,32.8,8.61,34.73,7.77,74.33,11.4,0
18.51365135,6.357539777,13.40664405,3.491272853,60.71229404,17.48982416,197.7548521,60.54879356,246.6515845,49.22533303,463.7913912,74.37203614,0
12.02,0.608,1.26,0.438,7.7,3.01,41.5,18.39,100.3,24.6,272,65.1,1
1.430548232,1.530205314,4.011654836,0.256745475,28.61613958,10.91857153,129.1844325,45.12972325,188.2501479,35.70868937,311.3693802,60.09116377,0
1.717,1.096,3.4,0.11,20.31,7.7,85.24,26.08,89.57,17.18,154.14,24.8385,0
10.48376246,1.018963646,1.7958877,0.181449748,10.8740307,3.943616878,53.94663783,21.00811936,107.3838335,22.03133201,207.3373286,39.35279624,0
8,0.27,0.95,0.78,6.1,2.3,28.7,10.4,44.9,11.7,146,29.8,1
12.7,0.771,1.44,0.554,8.3,3.24,41.52,17.96,96.24,24.28,283.8,55.1,1
9.6,2.1,5.5,0.8,42.5,17.8,217.6,93.9,407,88,771,163.4,1
44.61,2.62,6.44,1.61,33.91,12.02,145.2,57.46,262,56.06,516,109.3,1
44.53,9.55,11.38,2.59,36.4,9.7,91.46,28.82,109.44,22.04,198.61,32.7,0
1.25,1.25,4.26,0.16,33.5,14.6,197,80.8,366,79.7,725,124,0
6.625881037,3.352344667,5.821121953,0.854222615,27.00910449,7.888385674,94.10736594,32.43577731,157.5644568,29.16097885,257.540353,47.09472363,0
18.8,1.2,1.9,0.4,13.7,5.4,72.7,31.2,154,37,358,84,1
7.54,0.24,1.29,0.71,12.63,4.52,59.02,20.21,92.07,18.66,170,32.32,0
20.1,3.65,6.21,1.81,35,11,148,56.4,301,63,648,137,1
7.012083719,4.583401806,11.32568934,1.398566829,55.29897196,18.34423392,217.6931132,80.88613898,348.8621658,71.61586893,652.365554,117.1970153,0
0.86,1.27,3.61,0.09,29.3,12.5,162,64.1,300,67,623,104,0
19.02,7.94,4.95,0.27,29.58,12.82,179.92,73.75,342.35,77.84,753.08,131.21,1
16.01338428,1.519045725,3.106252045,0.505211474,20.80946197,8.498317384,105.229811,46.44234397,210.6665631,54.06466083,478.0464521,104.7591555,0
1.733,1.16,3.42,0.102,19.96,8.33,104.08,39.6,176.24,41.41,446.88,83.3315,0
12,2.7,4.25,1.03,21.5,7.18,82.7,29.3,135.3,30.2,286,53.3,1
3.22,1.43,4.86,0.8,48.3,26,323,99.9,353,70.4,653,88.4,0
7.09,4.56,13.91,1.59,86.22,29.74,292.51,91.03,351.21,65.9,582.89,105.2,0
10.19191614,1.484814402,3.577956628,0.253970164,24.49600428,9.157590277,113.2917863,44.71776782,209.1525884,43.85542138,403.2950271,83.53970779,0
71.4,1.58,3.21,0.85,24.5,8.87,107,42.9,197,49.1,430,91.3,1
8.032406296,0.817659819,3.065181661,0.25139282,23.2233743,9.672080408,117.3405455,48.67198303,206.8656829,48.35409616,415.1505463,85.62714049,0
93.51330325,2.91726869,5.25682995,1.152551764,31.2285588,11.42866068,139.2788204,52.72284966,246.0349197,52.30175566,494.2902045,102.6825678,1
14.78,5.9,12.74,3.15,73.81,25.31,298.1,110.91,485.96,96.98,877.52,169.09,1
20,6.88,10.76,0.83,54,18.89,208.6,72.4,314.1,61.5,525,93.7,1
7.12,9.26,15.1,0.43,55.8,15.8,163,53.2,218,44.6,412,58.5,0
12.26,3.06,5.17,0.36,31.35,10.78,122.91,45.09,184.42,38.31,338.39,58.23,1
2.685,1.38,2.97,0.506,13.87,4.89,63.4,23.75,114.8,26.15,239.2,45.4,1
5.64,2.37,9.72,0.04,64.8,23.2,214.6,45.6,98.8,13.5,71.2,6.2,0
19.12180031,4.038140649,6.843616114,1.106502033,37.58574721,13.11081758,164.6004036,58.44667835,275.3736277,53.16487894,484.8161586,85.13557938,0
1.58,1.45,3.36,0.035,22.05,9.365308892,123.1,50.3,241.9,49.56354951,483,97.9,0
89.9,3.29,6.14,1.93,25.8,7.05,73.3,25.83,124.6,28.03,295.4,71.9,1
14.6,0.66,1.54,0.69,8.79,3.15,47.1,20.1,99.11278278,24.29243583,321,68,1
1.03,1.58,2.42,0.18,4.4,1.06,9.34,3.27,13.7,2.72,28.3,4.56,0
49.8,1.24,3.44,1.23,18.8,5.15,68.1,26.7,138,31.7,407,82.4,1
18.9,0.52,1.43,0.83,10.4,4.4,55.5,22.2,102.5,26.6,314,64.2,1
0.422,1.07,4.74,0.091,39.5,12.57,130.8,36.3,133.3,23.2,183,29.5,0
3.6,4.2,7.9,0.13,56,25.8,365,146.6,738,160,1480,292,0
12.71470395,1.274532096,3.852825228,0.067141298,33.92500926,14.53918586,203.9680741,83.31600953,400.4434538,85.45664055,773.8192402,162.0059349,0
6.65,4.74,8.28,0.95,45,20.2,234,82.7,357,81,801,125,1
35.5,5.15,7.6,0.181,46.7,19.1,315,111,535,124,1022,196,0
123.2308473,1.688224515,5.353054969,1.365796364,35.55031556,14.02133873,191.8047215,75.03707176,374.8214713,81.28691437,882.2768747,149.4205691,1
11.12,3.05,4.8,0.13,29,11.4,140.3,55.4,223.4,52.4,441.1,80.6,0
15,2.07,4.21,0.35,23.8,8.52,92,32.7,142.6,30.9,286,49.5,1
3.685520301,1.087706543,2.923549555,0.044396394,21.34417997,9.35757604,125.4700738,51.12979477,249.6500912,54.65481065,508.0623876,101.9121047,0
2.6,1.76,3.59,0.12,23.1,8.55,111,40.6,188,39.8,376,61.4,0
6.756364126,1.682061657,4.104375984,0.537166756,34.02695983,16.76078198,249.2065171,102.2743777,529.6959914,135.0714924,1430,282.7514136,0
17.58134728,4.698734721,9.040238299,0.776704043,54.89822467,20.27264149,250.4546997,98.08428502,435.0826402,92.20875368,807.6897915,159.2258538,0
14.8,0.96,2.4,0.37,17.4,7.1,98,41,206,47,486,100,0
1.755,6.13,8.38,0.502,35.85,12.069764,123.4,43.58,187.4,37.17895419,333.3,68.5,0
21.22,0.67,3.08,1.59,23.32,10.12,150.07,67.15,361.27,88.65,939.73,203.57,1
13.25989905,1.885022726,3.904692867,0.385848249,19.58660633,5.66924955,69.11772238,26.3766134,114.9379007,24.64138862,222.6788423,43.12771561,1
13,1.79,3.02,1.14,14.1,4.89,49.2,18,84.8,20.6,215,42.7,1
49.63,1.38,1.71,0.58,7.2,2.24,29.84,12.31,71.59,21.29,305.07,59.67,1
18.27802766,0.562513487,1.312665724,0.387430434,8.394696969,2.889175594,34.5993492,13.67288727,64.90581565,14.93772142,144.9914054,32.07030497,1
18.00833353,1.67396694,3.365758488,0.736872741,15.18052912,4.809932765,63.10695478,25.75938744,121.5647726,26.35493188,257.7617327,53.66951523,1
3.220623384,0.379580118,2.207384794,0.062598108,17.85991177,7.339368074,110.4631701,42.26528209,221.13048,45.88457924,500.3690174,82.98095665,0
3.73,2.33,5.15,0.31,21.9,6.21,67.4,22,100,19.5,210,35.7,0
13.1,2.72,5.23,0.88,40.1,9.82,117,39.4,213,37,402,68.4,0
33,2.1,4.18,0.214,25.8,10.57,148.2,61,305.6,70.2,636,131.5,1
17.14,5.71,8.82,2.41,48.38,15.75,182.44,66.66,282.33,56.77,509.99,100.44,1
2.76,0.32,1.39,0.16,10.1,3.34,41.5,15.4,70.4,14.6,155,26.9,0
21.03,2.32,6.18,0.28,38.44,15.44,204.25,78.1,350.54,75.84,695.58,122.71,1
13.85505229,1.034342764,2.339992503,0.34820699,16.26558479,6.165597872,79.68346844,30.40811896,153.4100137,30.26888725,288.3066816,54.92085281,0
7.1,8.01,12.6,1.2,42.7,16.3,195,71.3,319,70.7,657,114,1
12.3,0.78,1.9,0.28,15.9,6.3,87,37,186,42,439,89,0
5.4,2.26,4.5,0.84,34.5,11.9,177,65,313,60,652,108,0
1.21,2.26,6.82,0.257,44.9,16.09,202.7,75.8,347,74.4,682,137.2,0
1.3,2.8,8.9,0.3,47.3,18.3,247.4,81.3,400.8,78.4,794.1,93.4,0
98.61397197,2.053955118,6.203271521,1.714692146,33.19390793,11.38842829,142.1880813,51.0251896,236.5255916,46.97600935,489.9819593,81.89047517,1
17.3,1.31,2.81,0.48,20.3,8.19,111,49.1,229,59,483,122,1
11.49,2,4.92,0.8,36.4,14.12,182.1,71.4,342,67.7,579,116.4,0
1.31,1.37,3.71,0.24,29.36,10.56,134,54.27,266,59.59,568,111,1
38.5,4.13,10.36,1.51,54.54,19.46,219.04,82.61,353.16,72.95,669.36,126.9,0
14,2.58,1.9,0.61,7.2,2.97,38,14.7,73.5,17.8,225,35,1
50,1.22,2.67,0.99,15.8,5.55,64.8,23.9,114.8,26.9,274,59,1
4.72,0.76,2.7,0.021,15.7,6.97,86.7,29.5,126,28.7,269,44.9,1
14.49,1.52,2.87,0.47,19.94,7.6,99.19,40.25,183.94,39.6,362.67,73.26,1
3.13,1.22,3.53,0.15,22.89,8.74,109.89,38.82,164.42,34.57,310.7,55.1,0
12,0.5,1.49,0.33,7.8,2.91,33.3,12.5,59.9,14.8,151,29.8,1
0.82,0.77,5.3,0.016,39,18.2,305,121,631,131,1410,228,0
51.9,2.1,7.2,0.5,54.6,23.5,311.1,139.4,716,169,1671,394,1
1.34,1.88,4.87,0.084,31.27,13.61,176.03,71.49,335.85,73.26,700.27,122.47,0
2.55,3.36,6.37,0.779,29.98,10.5,121.49,45.98,206.52,43.58,423.7,84.96,1
2.46,4.6,17.42,0.97,122.6,40.8,404,123.4,464,87.2,684,122.8,0
7.93,0.65,2.4,0.06,17.03,6.13,75,28.59,127,26.13,231,47.4,1
26.75,1.34,3.22,0.66,15.78,5.86,71.21,30.07,144.4,32.26,321.5,69.84,1
0.991,0.66,3.75,0.365,42,22.8,273,85.7,315,63.6,603,82.2,0
13,8.38,8.8,0.8,57.7,21.4,293,114,530,103,1064,233,1
6.96,0.74,1.62,0.466,10.84,4.25,58.9,24.85,128.5,29.78,310.3,68.7,1
21.7,1.2,2.4,0.5,14.6,5.7,76.6,33.1,168,39,392,94.4,1
12.1,1.67,3.46,1.12,17.1,6.31,75.5,33.2,153,38.7,369,81.7,1
3.140308485,1.268683247,3.163558191,0.079033172,22.63248528,8.320010099,102.355159,38.43759747,169.5866736,33.38924706,288.7163733,56.28102669,0
23.29,5.09,13.47,4.1,89.88,35.99,489.98,200.61,949.02,197.83,2068.08,369.02,0
6.9,10.5,21.9,1.2,92.3,27.2,382.9,115.6,383.3,99.1,797.2,105.6,0
1.65078616,0.960544052,3.526520642,0.141766671,24.31691091,9.170305422,119.0256034,45.78356744,221.6362249,45.67081241,402.5237088,76.52602298,0
3.679,0.42,1.12,0.254,7.08,2.82,38.9,15,79.9,19.14,188.1,35.32,1
7.91,2.63,5.16,1.262,20.24,5.8,56.38,18.96,79.23,16.26,154.92,29.93,0
4.93,1.25,2.89,0.616,21.6,7.76,97,38.9,168,35.9,350,59.5,1
0.712,0.802,3.76,0.061,30.28,15.05,196.45,72.92,308.89,62.3,558.17,81.95,0
26.3,2.86,6.38,1.44,29.7,10.6,131,50.7,235,49.6,468,90.5,0
31.74610329,2.000857117,4.404446528,1.486317981,44.69150363,18.94185962,227.0345158,95.52605453,465.2270294,106.633711,954.6990046,180.496224,1
9.1,0.6,1.4,0.21,12.5,4.9,71,32,168,41,457,100,1
10.47075288,1.262652217,6.80900709,0.42159911,44.930222,16.54945449,233.8047977,97.71170888,478.4735607,115.7411049,1125.490913,216.1110283,0
82,13,15.6,4.24,58.3,16.6,176,61.5,271,53.5,482,95.6,1
14.29886954,3.365074945,7.384676373,0.889135787,44.17137441,15.90686169,177.9810651,71.04268657,279.4063927,62.24003578,498.0085949,102.5868855,0
2.85,1.06,4.1,0.08,25.7,10.45,131.63,48.1,207.63,44.33,401.22,70.74,0
9.091266909,1.731987914,4.871231255,0.463981203,34.83239799,13.54279137,159.8407813,65.27734804,266.5762703,61.61032779,503.4011765,102.0909554,0
7.55,1.63,3.82,0.51,20.08,8.18,102.51,39.02,172.34,42.42,467,86.94,1
53.9,1.81,3.42,1.55,18.1,5.32,68.1,27.3,135,29.6,301,69.2,1
1.892,1.13,2.3,0.043,14.53,6.564658796,82.7,34.24,166.6,34.25824254,343.4,71.9,0
63.64,8.28,13.2,0.72,72.72,24.73,275.61,99.23,427.15,89.32,781.38,131.55,0
9.009684898,1.402828966,2.631485691,0.238047308,20.5325221,8.105076081,108.0563038,41.76927931,202.7543095,45.9420209,444.378885,87.70004669,0
14.2,6.75,12.88,2.4,68.2,22.14,282.2,101.8,454.3,94.8,824,138.4,1
14,7,10,1.3,34,10,109,39,157,38,345,57,0
89.9,17.4,27.4,9.2,116.3,32.6,312.9,92.1,332.4,61.8,494,73.1,0
45.81065844,1.686383627,3.603978731,0.62518658,22.32465978,7.545426848,100.1163243,37.11705743,192.3841041,41.68643696,485.895744,85.58802117,1
237.5390749,7.640838394,13.31362572,7.033873214,88.75330644,31.66516647,361.6470974,157.6516559,686.9344249,178.8115723,1455.627334,394.4396271,1
12.64,1.91,3.56,0.9,16.3,5.32,58.14,21.12,91.09,19.18,182.18,37.03,1
3.06,2.4,4.11,0.59,20,5.49,55.4,15.4,58.6,11.6,108,17.6,0
3.13,4.24,7.83,0.897,40.68,13.82,159.73,61.49,275.42,58.53,576.39,112.7,1
3.52,5.09,13.58,1.05,78.56,28.54,328.5,117.4,493.8,100.9,913.4,163.7,0
1.69,1.26,3.73,0.29,25.13,10.38,145.8,52.78,254.4,54.69,487.2,90.67,0
45.3,1.4,3.03,0.78,13.04,4.62,61.82,24.13,116.73,30.54,370.9,59.79,1
1.24,1.61,3.8,0.122,30.10872512,10.47737888,158,47.84084298,225.8067294,54.0481072,552,106,0
8.097787506,0.919429362,3.291614132,0.298621558,21.95861733,8.842462955,110.5475433,44.62776251,188.8961235,44.75503562,371.8796785,73.99561388,0
6.533796005,5.905310847,32.34191451,1.358371335,222.002436,82.32565698,859.3891794,244.6493058,858.338794,155.709109,1249.76515,185.2663938,1
1.745912679,1.231095525,2.772092686,0.249834495,22.69099196,9.525696499,133.1296445,54.76696785,284.4997046,62.69968922,598.6912145,113.634706,0
18,8.51,11.92,0.73,48,15.53,165.9,58.9,258.2,52,464,78.7,1
4.913247534,1.281569306,3.790314092,0.368369403,22.82348081,8.918285049,122.9064516,46.07053132,231.3442532,51.06588544,518.6541431,95.68710463,0
6.35,0.824,3.31,1.29,29.1,13.4,151,45.7,159,27.5,221,35.7,0
17.2,1.4,5.28,0.28,30.89,12.44,162.67,63.12,289.8,61.35,598.97,102.2,1
1.04,1.73,6.79,0.1,48.3,20.6,270,106,463,102,943,148,0
18.70115036,1.133161862,2.634459215,0.217862994,18.85106486,7.64937182,102.3818421,42.2500297,201.8266367,45.35815829,432.5862266,87.72987025,1
46.12949791,10.41378987,7.671929223,2.587793533,32.95615364,10.16451004,133.7593378,46.35861269,225.9961044,44.65109974,484.8123785,79.79924341,1
1.41,1.23,3.79,0.02,31.5,13.3,180,70.1,321,70.5,648,110,0
3.52,0.366,1.134,0.0609,8.18,3.37,42.79,17.21,82.82,18.96,190.26,33.44,0
11.29574884,1.998352311,5.796105299,0.562759661,40.09571044,15.1727754,173.1413988,70.68372143,282.9574244,64.3759305,530.1728856,104.1705274,0
1.47,3.4,5.18,0.296,24.2,8.776987224,93,34.5,152.4,30.87631203,288,59.6,0
24.42,1.01,3.16,1.53,21.37,9.44,132.37,57.81,297.51,70.7,761.58,167.6,1
4.155518633,1.147338268,5.971036619,0.507728768,44.67966409,15.13510202,147.2172257,43.96814162,169.9848038,31.42185244,276.0350804,52.22631049,0
4.73,3.35,5.62,0.956,25.23,8.04,107.4,41.02,204,46.89,431.8,81.7,1
2.26,4.04,8.89,0.241,51.6,17.12,202.7,72.2,326.8,61.6,520,100.9,0
1.34,1.44,5.34,0.046,39.5,15.64,173.9,53.5,200.3,36,282,49.9,0
34.03,9.01,19.14,1.62,92.61,31.79,373.98,128.74,552.86,103.45,853.58,155.09,1
9.27,1,3.23,1.03,21,8,118,46,243,54,631,105,0
2.787765882,4.061597635,8.458818296,0.833515496,41.05284546,13.03266897,154.4173475,51.93482643,252.4985896,44.91586002,395.9441825,72.74433187,0
13.85,1.05,2.22,0.438,13.46,5.38,81.5,34.26,185.5,47.23,494.7,98.9,1
17.65113523,6.108182521,9.727692708,1.445817699,53.71149566,18.30659939,231.1889802,84.43530309,392.9516613,76.31747752,692.5475441,120.3394356,0
2.84,5.93,12,0.41,64.3,21.2,255.3,91.7,414,80.5,679,130.7,0
18.46,3.52,6.9,0.24,32.45,10.99,156.68,58.05,274.99,56.53,519.84,100.19,1
1.14,2.73,8.05,0.061,53,22.3,281,110,472,101,913,159,0
36.5,2,2.7,0.7,15.7,5.8,74.9,30.9,154,36,354,79.2,1
470.6815294,19.10105998,42.13263207,12.19373345,208.9179894,70.23986277,686.3409068,265.6801581,979.8532748,243.3073392,1752.725727,461.937829,1
37.6,3.62,4.81,0.163,26.2,10.49,148.7,56.1,284,62.4,614,106.6,1
1.88,2.26,8.32,0.07,72.9,33.2,478,197,891,194,1708,285,0
53.24,4.85,11.49,0.786,50.54,18.93,222.62,77.66,326.48,75.75,841.03,202.16,0
2.049595037,1.158159004,4.276948085,0.255187002,37.73175133,18.74636832,300.0047594,128.7932465,694.5083203,156.5406319,1477.966818,279.3588145,0
0.72,1.09,4.44,0.1,31.9,14.4,197,78.6,367,80.5,742,125,0
4.1,0.78,2.35,0.27,16.6,6.23,74.99,27.44,115,26.71,283.9,39.65,0
2.12,4.99,9.73,0.299,43.9,14.95692394,164,59.1,263.7,53.37895227,480,98.1,0
14.7,2.4,4.1,1.3,18.5,6.32,83.3,32.6,150.6537557,34.61245182,421,86,1
8.483258218,4.772033045,8.056686152,0.923919293,42.46872462,14.92387311,191.1349193,68.32554103,320.3771082,62.76306308,569.1707136,95.56684033,0
14.7,3.82,5.88,1.39,36.3,12.8,163,65.4,293,72.2,612,135,1
1.76,0.62,2.52,0.091,26.57445913,10.54684158,198.5,60.24871256,313.376446,82.01858631,899,175.7,0
6.65,1.97,6.26,0.81,35.28,12.15,145.03,49.63,210.4,42.97,385.71,69.22,0
10.89661561,1.041318153,3.18555852,0.417693345,20.88152946,8.08667503,107.4470666,41.53037318,202.9577117,45.17782545,491.6541562,87.659491,0
35.08270762,2.01099715,9.05959821,1.896800373,76.99714363,38.69283146,568.1721313,223.690425,1202.170647,223.8437471,2059.168838,346.0205969,1
9.46,2.12,2.11,0.732,11.64,4.22,60.28,26.5,147.67,35.1,373.86,88.9,1
10.42,1.87,5.97,0.315,53.47996494,19.8723156,332,101.4719553,502.7315024,125.8188423,1319,260,0
22.54860709,11.4200238,17.87243354,4.971233849,73.63093506,22.25862013,263.2246168,84.86557527,360.6798348,76.97502163,745.5332439,122.7165851,0
18.05238276,0.403802495,1.753153814,0.539723541,21.10097161,8.531122536,130.4048806,51.14149446,276.8346159,64.66406496,603.3081547,118.2955685,1
10.08,1.43,4.1,0.65,33.9,12.8,179.1,70.8,340.7,66.1,582,117.6,0
13.26,2.56,2.66,0.08,15.68,6.89,93.2,36.68,171.98,39.52,384.16,64.25,1
47.84,1.109,2.51,0.912,12.49,4.37,52.27,19.41,90,20.25,209.28,40.11,1
1.01,1.49,4.2,0.03,31.2,13.2,179,71.3,323,69.8,646,106,0
15.61,0.68,1.89,0.35,13.93,5.24,73.38,32.05,162.7,37.71,377.4,86.05,1
30.9208995,1.776550918,4.612961166,0.367372969,24.77523803,8.969110722,118.5224794,44.63965602,213.8056774,44.92725917,482.4860421,82.6794425,0
5.43,6.41,12.36,2.72,58.43,17.34,194.16,66.51,280.38,53.83,478.63,81.71,0
31.28,2.85,5.18,1.6,28.68,9.77,120.9,49.66,238.1,52.69,508.3,110.8,1
17.4,0.82,2.7,0.37,20.8,8.7,126,56,293,69,721,149,0
12.69923159,3.237799447,4.490158852,0.475154089,20.19971366,6.553913885,73.38547423,27.62385333,123.8007841,27.11919476,246.0944346,48.29073082,1
6.33,5.24,12.4,0.599,42.9,8.7,67.4,15.81,51.6,8.65,66.4,11.36,0
11.02851231,4.109007075,10.24058639,0.251276735,52.55773643,17.59456305,194.3706043,67.08106341,281.0214919,55.3097709,480.3073233,90.43655284,0
12.04,4.9,9.7,1.48,66.1,23,294,110.9,526,102.9,881,170.6,0
6.84,5.03,4.84,0.76,18.3,5.16,57.2,19.7,83.8,19,187,30.9,0
3.04,3.65,7.46,0.558,38.78,14.32,167.64,58.45,244.76,52.89,511.42,76.39,0
47.78,3.6,7.05,3.41,30.81,9.27,102.61,35.26,176.52,36.65,378.07,79.21,1
117.5,6,11.2,2.4,45.4,14.8,172.2,65,288.5,62.1,571,107.4,0
35.2806247,1.349497455,3.282169029,1.098753854,18.90186796,7.006058685,97.63811344,38.32928874,215.8236822,46.90793647,497.4500297,91.15155002,1
7.16,0.71,2.21,0.14,16.33,6.99,96.88,40.12,187.81,44.32,422.71,74.99,1
82.9,12.11,20.88,2,73.87,25.76,286.68,89.82,363.33,83.17,910.5,197.011,0
17.08724323,1.315109176,2.096177858,0.08843114,15.46335477,6.685468815,91.00343778,38.4283685,190.5446228,42.29771514,408.4103389,82.35384713,1
21.40422672,0.465725361,2.456200588,0.672110851,29.55399117,14.52042319,203.8843964,81.17403482,432.7968238,86.42344268,803.6060161,143.4081775,1
13.87269062,2.138001053,4.713438236,0.445789239,21.0443709,7.456749306,85.99265768,33.32687988,150.571336,32.92913717,300.1694158,59.88081274,1
13,0.6,2.1,0.7,24,12,158,77,369,79,715,135,1
21.83,5.01,8.66,1.392,37.21,13.37,162.45,60.33,268.64,64.89,697.55,148.813,1
0.51,1.02,4.71,0.095,32.3,10.89,98.5,24.5,80.5,13.5,96.6,15.61,0
1.69,0.72,2.07,0.287,21.4,10.35,156,65.5,348,75.4,703,143.6,0
3.53,2.67,6.1,0.35,31.26,11.01,127.11,44.29,180.77,36.57,325.5,57.26,0
15,0.66,1.56,0.23,9.1,3.62,43,15.8,77.4,18.1,178,32,1
28.1,1.13,2.53,1.022,14.37,5.08,65.2,27.2,143,35.6,386,84.3,1
12.06777482,0.935657838,3.446910487,0.507097698,22.49236891,9.303656984,122.1617758,47.76143911,237.2351521,53.02961125,575.2885723,102.0124113,0
13.81,0.63,1.68,0.395,8.66,3.1,44.3,18.08,96.3,23.88,243.3,50.54,1
20.2,0.93,2.21,0.45,13.9,5.5,69.5,26.6,122,27.5,269,49.8,0
19,1.59,3.29,2.01,23.4,9.21,112.4,43.9,210.8,45.4,449,92.7,1
3.8,1.27,3.46,0.407,22.59,8.47,115.86,48.87,228.97,49.12,472.6,91.38,1
5.07,1.6,3.74,0.23,21.8,8.1,100.5,41.4,172.2,42,350.6,66.1,0
13.87,1.23,3.52,0.24,26.7,10.64,149.24,59.11,263.53,59.68,552.14,97.76,1
1.072,1.86,5.89,0.392,36.18,13.91,155.11,49.98,199.47,40.8,367.51,60.64,0
1.643,1.5,4.54,0.316,27.57,11.12,141.56,52.54,229.54,52.47,559.67,104.98,0
16.55,0.98,2.94,0.1,19.19,6.79,81.75,31.89,140.58,29.16,259.86,49.52,0
36.22,21.08,39.3,3.45,127.97,48.04,476.39,126.13,461.07,102.79,1129.66,235.638,0
54.96921351,2.075514898,3.971091732,1.341841432,27.41580456,9.954111628,132.1584491,49.56801527,276.548955,53.13753224,530.3644858,100.1865221,1
42.8,1.48,1.52,0.79,9.65,2.95,44.8,18.2,103,24.5,330,68.3,1
